"How Kochi Police, district admin are gearing up for demolition of Maradu flats",2020-01-05T20:02:23+05:30,Express Web Desk,Maradu flats,https://indianexpress.com/article/india/kerala/how-kochi-police-and-district-administration-is-gearing-up-for-demolition-of-maradu-flats-6201014/
"‘Where is Sidhu’: BJP, SAD take dig at Congress leader after attacks on Sikhs in Pakistan",2020-01-05T20:43:47+05:30,Express Web Desk,"BJP, navjot singh sidhu, Shiromani Akali Dal",https://indianexpress.com/article/india/where-is-sidhu-bjp-sad-take-dig-at-congress-leader-after-attacks-on-sikhs-in-pakistan-6200969/
UP CM Yogi Adityanath meets Muslims in Gorakhpur to clear CAA doubts,2020-01-05T20:48:13+05:30,Express Web Desk,Citizenship Amendment Act,https://indianexpress.com/article/india/up-cm-yogi-adityanath-meets-muslims-in-gorakhpur-to-clear-caa-doubts-6200951/
Over 100 infants died in two Jodhpur hospitals in December,2020-01-05T18:38:19+05:30,PTI,,https://indianexpress.com/article/india/over-100-infants-die-in-two-jodhpur-hospitals-report-6200944/
Congress standing with those who committed violence: Nirmala Sitharaman on CAA protests,2020-01-05T17:59:05+05:30,Express Web Desk,"CAA protests, Congress, Nirmala Sitharaman",https://indianexpress.com/article/india/sitharaman-caa-protests-congress-violence-nrc-6200861/
"Will clear doubts on CAA, but won’t talk to those raising Azadi slogans: Ravi Shankar Prasad",2020-01-05T20:44:44+05:30,Express Web Desk,"Citizenship Amendment Act, Ravi Shankar Prasad",https://indianexpress.com/article/india/ravi-shankar-prasad-citizenship-law-indian-youths-azadi-slogan-tukde-tukde-gang-6200761/
Opposition creating confusion on CAA among Muslims out of ‘malice’: Yediyurappa,2020-01-05T17:59:09+05:30,PTI,"B S Yediyurappa, CAA protests, Citizenship Amendment Act",https://indianexpress.com/article/india/opposition-creating-confusion-caa-muslims-yediyurappa-6200778/
All deaths during anti-CAA protests in UP caused by police bullets: Akhilesh Yadav,2020-01-05T16:53:24+05:30,PTI,"Akhilesh Yadav, CAA protests",https://indianexpress.com/article/india/all-deaths-during-anti-caa-protests-in-up-caused-by-police-bullets-akhilesh-yadav-6200808/
Alert along India-Nepal border after inputs of terrorists’ presence in UP,2020-01-05T16:31:42+05:30,PTI,terrorist,https://indianexpress.com/article/india/alert-along-india-nepal-border-after-inputs-of-terrorists-presence-in-up-6200753/
Absolutely no grounds to keep Chandrashekhar Azad in jail: Priyanka Gandhi,2020-01-05T16:26:28+05:30,Express Web Desk,"Bhim Army chief Chandrashekhar, Priyanka Gandhi",https://indianexpress.com/article/india/absolutely-no-grounds-to-keep-chandrashekhar-azad-in-jail-priyanka-gandhi-6200774/
Not linked to Netflix: Amit Shah clears air on CAA toll-free number,2020-01-05T20:50:16+05:30,Express Web Desk,"amit shah, CAA protests, Citizenship Amendment Act, Netflix",https://indianexpress.com/article/india/not-netflix-number-amit-shah-clears-air-on-caa-toll-free-helpline-6200631/
"Best of Sunday Express: IIT-K prof’s gems, Army chief Naravane, ‘scoring machine’ Sweety Kumari",2020-01-05T14:46:17+05:30,Express Web Desk,"Arvind Kejriwal, CAA protests, Manoj Mukund Naravane",https://indianexpress.com/article/india/best-of-sunday-express-iit-k-profs-gems-army-chief-naravane-scoring-machine-sweety-kumari-6200609/
"PM Modi meets Murli Manohar Joshi on his birthday, says his contribution to nation is indelible",2020-01-05T14:16:19+05:30,Express Web Desk,"Murli Manohar Joshi, Narendra Modi",https://indianexpress.com/article/india/pm-modi-meets-murli-manohar-joshi-on-86th-birthday-bjp-6200576/
"Imran Khan condemns Nankana Sahib incident, compares it to ‘anti-Muslim attacks’ in India",2020-01-05T17:10:32+05:30,Express Web Desk,"Imran Khan, Nankana Sahib, Narendra Modi, RSS",https://indianexpress.com/article/india/nankana-sahib-gurdwara-attack-imran-khan-narendra-modi-rss-caa-protests-6200578/
‘You always stood for secular India’: JD(U) leader urges Nitish Kumar to oppose NPR in Bihar,2020-01-05T14:20:29+05:30,Express Web Desk,"CAA protests, Citizenship Amendment Act, National Population Register, Nitish Kumar, Sushil Kumar Modi",https://indianexpress.com/article/india/bihar-npr-exercise-sushil-kumar-modi-jdu-leader-letter-nitish-kumar-6200528/
Kerala state Lottery Today Results announced: First prize worth is Rs 70 lakh!,2020-01-06T12:10:48+05:30,Express Web Desk,,https://indianexpress.com/article/india/kerala/kerala-pournami-lottery-rn-425-today-results-winner-to-take-home-rs-70-lakh-6200471/
"Shameful that Jafar, Darapuri arrested without evidence: Chidambaram",2020-01-05T12:39:38+05:30,PTI,P Chidamabaram,https://indianexpress.com/article/india/shameful-that-jafar-darapuri-arrested-without-evidence-chidambaram-6200480/
Maharashtra: 5 injured in cylinder blast before marathon in Solapur,2020-01-05T12:27:06+05:30,Express News Service,,https://indianexpress.com/article/india/solapur-cylinder-blast-maharashtra-6200517/
