"CAA doesn’t alter or challenge rights of citizen, says union minister Hardeep Singh Puri"," 27 December, 2019 2:25 pm IST",PTI,"CAA, Hardeep Singh Puri, opposition, PTI wire",https://theprint.in/india/caa-doesnt-alter-or-challenge-rights-of-citizen-says-union-minister-hardeep-singh-puri/341505/
Mobile internet services restored in Ladakh’s Kargil district after 145 days," 27 December, 2019 1:37 pm IST",PTI,"Article 370, Internet, Jammu and Kashmir, Kargil, PTI wire",https://theprint.in/india/mobile-internet-services-restored-in-ladakhs-kargil-district-after-145-days/341495/
"Actor Kushal Punjabi found hanging in his Bandra home, leaves suicide note"," 27 December, 2019 1:15 pm IST",PTI,"Actor, Bollywood, PTI wire",https://theprint.in/india/actor-kushal-punjabi-found-hanging-in-his-bandra-home-leaves-suicide-note/341473/
Modi govt to publish book on refugees to counter ‘anti-Muslim’ image amid CAA protests," 27 December, 2019 12:31 pm IST",Amrita Nayak Dutta,"CAA protests, Citizenship Amendment Act protests, Ministry of Information and Broadcasting, Modi government 2019",https://theprint.in/india/modi-govt-to-publish-book-on-refugees-to-counter-anti-muslim-image-amid-caa-protests/341257/
Norwegian woman asked to leave India after participating in anti-CAA protest in Kochi," 27 December, 2019 12:20 pm IST",PTI,"CAA, CAA protests, PTI wire, Sweden",https://theprint.in/india/norwegian-woman-asked-to-leave-india-after-participating-in-anti-caa-protest-in-kochi/341448/
‘Hit on knee and in stomach’ — women narrate ‘violence’ by UP Police inside Lucknow homes," 27 December, 2019 12:13 pm IST",Fatima Khan,"CAA protests, CAA-NRC, Lucknow, UP Police, Uttar Pradesh",https://theprint.in/india/hit-on-knee-and-in-stomach-women-narrate-violence-by-up-police-inside-lucknow-homes/341418/
"Drones, paramilitary deployed across UP to step up security ahead of Friday prayers"," 27 December, 2019 12:03 pm IST",PTI,"CAA protests, Paramilitary forces, PTI wire, Uttar Pradesh",https://theprint.in/india/drones-paramilitary-deployed-across-up-to-step-up-security-ahead-of-friday-prayers/341421/
"In Lucknow, man killed in violence leaves behind a converted wife & their Hindu-Muslim love"," 27 December, 2019 11:35 am IST",Fatima Khan,"Citizenship Act, Citizenship Amendment Act protests, Lucknow",https://theprint.in/india/in-lucknow-man-killed-in-violence-leaves-behind-a-converted-wife-their-hindu-muslim-love/341353/
Fundamental Duties that PM Modi invokes were introduced by Indira Gandhi during Emergency," 27 December, 2019 10:30 am IST",Apoorva Mandhani,"fundamental duties, fundamental rights, Indira Gandhi, PM Modi",https://theprint.in/india/fundamental-duties-that-pm-modi-invokes-were-introduced-by-indira-gandhi-during-emergency/341221/
"Piyush Goyal, Railway Board to go all out to convince angry officers about service merger"," 27 December, 2019 9:53 am IST",Sanya Dhingra,"Indian Railways, Piyush Goyal, Railway board",https://theprint.in/india/governance/piyush-goyal-railway-board-to-go-all-out-to-convince-angry-officers-about-service-merger/341343/
